Student_ID,10th_Score,12th_Score,UG_Score,Skills,Interests,Recommended_Career
S0459,89.41,84.4,86.08,"Python,ML,Cloud Computing,MLflow","Development,ML",ML Engineer
S0460,89.28,84.35,76.9,"Python,ML,Cloud Computing,MLflow","Development,ML",ML Engineer
S0461,82.17,90.85,78.21,"Python,SQL,Power BI,Tableau","Analysis,Visualization",ML Engineer
S0462,96.96,87.02,85.62,"Python,ML,Cloud Computing,AWS","Development,Cloud",ML Engineer
S0463,81.66,82.13,79.19,"Python,SQL,Power BI,Tableau","Analysis,Visualization",ML Engineer
S0464,86.68,87.51,83.28,"Python,SQL,Power BI,Tableau","Analysis,Visualization",ML Engineer
S0465,90.97,92.35,83.88,"Python,ML,Cloud Computing,AWS","Development,Cloud",ML Engineer
S0466,76.9,74.67,69.61,"HTML,CSS,JavaScript,Next.js","Design,Development",ML Engineer
S0467,93.07,80.51,77.39,"Python,SQL,Apache Pinot,Real-time BI","Development,BI",ML Engineer
S0468,89.55,82.75,85.13,"Python,SQL,Apache Pinot,Real-time BI","Development,BI",ML Engineer
S0469,90.72,89.2,81.99,"Python,ML,Cloud Computing,MLflow","Development,ML",ML Engineer
S0470,89.24,88.48,71.53,"Python,SQL,Power BI,Tableau","Analysis,Visualization",ML Engineer
S0471,73.07,77.66,69.64,"HTML,CSS,JavaScript,Next.js","Design,Development",ML Engineer
S0472,87.58,85.85,85.06,"Python,ML,Cloud Computing,MLflow","Development,ML",ML Engineer
S0473,93.72,88.35,80.0,"Python,ML,Cloud Computing,AWS","Development,Cloud",ML Engineer
S0474,84.41,90.71,76.63,"Python,SQL,Power BI,Tableau","Analysis,Visualization",ML Engineer
S0475,83.34,80.5,75.39,"Python,SQL,Power BI,Tableau","Analysis,Visualization",ML Engineer
S0476,83.98,87.25,72.58,"Python,SQL,Power BI,Tableau","Analysis,Visualization",ML Engineer
S0477,78.81,68.69,75.41,"HTML,CSS,JavaScript,Next.js","Design,Development",ML Engineer
S0478,96.63,86.45,80.48,"Python,SQL,Apache Pinot,Real-time BI","Development,BI",ML Engineer
S0479,87.11,87.04,75.55,"Python,SQL,Apache Pinot,Real-time BI","Development,BI",ML Engineer
S0480,75.14,75.32,66.2,"HTML,CSS,JavaScript,Next.js","Design,Development",ML Engineer
S0481,86.05,90.04,85.0,"Python,ML,Cloud Computing,AWS","Development,Cloud",ML Engineer
S0482,85.42,81.7,76.62,"Python,SQL,Power BI,Tableau","Analysis,Visualization",ML Engineer
S0483,96.15,81.13,83.25,"Python,ML,Cloud Computing,AWS","Development,Cloud",ML Engineer
S0484,85.05,82.62,85.23,"Python,SQL,Apache Pinot,Real-time BI","Development,BI",ML Engineer
S0485,96.15,80.13,79.22,"Python,ML,Cloud Computing,MLflow","Development,ML",ML Engineer
S0486,84.42,84.62,73.47,"Python,SQL,Power BI,Tableau","Analysis,Visualization",ML Engineer
S0487,86.47,85.28,79.61,"Python,ML,Cloud Computing,AWS","Development,Cloud",ML Engineer
S0488,83.27,78.02,76.53,"Python,SQL,Power BI,Tableau","Analysis,Visualization",ML Engineer
S0489,83.42,93.35,81.09,"Python,SQL,Apache Pinot,Real-time BI","Development,BI",ML Engineer
S0490,90.53,85.48,73.45,"Python,SQL,Power BI,Tableau","Analysis,Visualization",ML Engineer
S0491,72.96,64.59,78.65,"HTML,CSS,JavaScript,Next.js","Design,Development",ML Engineer
S0492,85.12,83.29,77.21,"Python,SQL,Power BI,Tableau","Analysis,Visualization",ML Engineer
S0493,87.39,86.13,82.11,"Python,SQL,Apache Pinot,Real-time BI","Development,BI",ML Engineer
S0494,96.03,85.1,85.35,"Python,ML,Cloud Computing,AWS","Development,Cloud",ML Engineer
S0495,94.06,87.97,79.64,"Python,SQL,Apache Pinot,Real-time BI","Development,BI",ML Engineer
S0496,91.31,84.32,84.74,"Python,SQL,Power BI,Tableau","Analysis,Visualization",ML Engineer
S0497,96.86,83.81,82.83,"Python,ML,Cloud Computing,AWS","Development,Cloud",ML Engineer
S0498,86.4,81.13,72.64,"Python,SQL,Power BI,Tableau","Analysis,Visualization",ML Engineer
S0499,85.67,81.99,76.61,"Python,SQL,Apache Pinot,Real-time BI","Development,BI",ML Engineer
S0500,85.65,88.36,82.07,"Python,SQL,Power BI,Tableau","Analysis,Visualization",ML Engineer
S0501,87.84,86.48,78.26,"Python,SQL,Statistics,Prophet","Analysis,Forecasting",Backend Developer
S0502,82.74,81.22,75.93,"Java,Spring Boot,Microservices","Development,Architecture",Backend Developer
S0503,94.33,92.48,89.14,"Python,ML,Deep Learning,NLP","Research,Innovation",Backend Developer
S0504,76.6,79.68,80.82,"Java,Spring Boot,Microservices","Development,Architecture",Backend Developer
S0505,94.5,98.31,88.88,"Python,ML,Deep Learning,NLP","Research,Innovation",Backend Developer
S0506,84.97,83.28,76.95,"Java,Spring Boot,Microservices","Development,Architecture",Backend Developer
S0507,85.8,82.01,75.62,"Java,Spring Boot,Microservices","Development,Architecture",Backend Developer
S0508,96.28,94.45,81.5,"Python,ML,Deep Learning,Neural Architecture Search","Research,Innovation",Backend Developer
S0509,81.82,76.84,77.1,"Java,Spring Boot,Microservices","Development,Architecture",Backend Developer
S0510,95.32,94.58,89.79,"Python,ML,Deep Learning,NLP","Research,Innovation",Backend Developer
S0511,88.52,85.72,88.91,"Python,ML,Deep Learning,Neural Architecture Search","Research,Innovation",Backend Developer
S0512,82.03,81.99,77.9,"Java,Spring Boot,Microservices","Development,Architecture",Backend Developer
S0513,86.14,87.64,87.91,"Python,SQL,Statistics,Prophet","Analysis,Forecasting",Backend Developer
S0514,89.58,85.7,89.21,"Python,ML,Deep Learning,Neural Architecture Search","Research,Innovation",Backend Developer
S0515,91.15,93.94,88.82,"Python,ML,Deep Learning,NLP","Research,Innovation",Backend Developer
S0516,94.84,95.27,80.8,"Python,ML,Deep Learning,NLP","Research,Innovation",Backend Developer
S0517,93.17,87.46,78.7,"Python,ML,Deep Learning,Neural ODEs","Research,Innovation",Backend Developer
S0518,89.09,96.36,81.34,"Python,ML,Deep Learning,NLP","Research,Innovation",Backend Developer
S0519,87.85,92.33,83.76,"Python,ML,Deep Learning,Neural Architecture Search","Research,Innovation",Backend Developer
S0520,83.32,79.47,76.89,"Java,Spring Boot,Microservices","Development,Architecture",Backend Developer
S0521,87.07,79.59,78.33,"Python,SQL,Statistics,Prophet","Analysis,Forecasting",Backend Developer
S0522,93.87,92.03,85.15,"Python,ML,Deep Learning,NLP","Research,Innovation",Backend Developer
S0523,80.36,78.77,83.33,"Python,SQL,Statistics,Prophet","Analysis,Forecasting",Backend Developer
S0524,80.63,77.13,77.55,"Python,SQL,Statistics,Prophet","Analysis,Forecasting",Backend Developer
S0525,80.46,83.74,85.27,"Python,SQL,Statistics,Prophet","Analysis,Forecasting",Backend Developer
S0526,90.53,88.63,85.14,"Python,SQL,Statistics,Prophet","Analysis,Forecasting",Backend Developer
S0527,93.92,86.14,79.98,"Python,ML,Deep Learning,Neural ODEs","Research,Innovation",Backend Developer
S0528,87.74,84.28,81.87,"Python,SQL,Statistics,Prophet","Analysis,Forecasting",Backend Developer
S0529,91.16,83.95,90.97,"Python,ML,Deep Learning,Neural Architecture Search","Research,Innovation",Backend Developer
S0530,89.61,90.72,90.5,"Python,ML,Deep Learning,Neural ODEs","Research,Innovation",Backend Developer
S0531,84.51,80.12,80.34,"Java,Spring Boot,Microservices","Development,Architecture",Backend Developer
S0532,99.25,80.11,82.02,"Python,ML,Deep Learning,Neural Architecture Search","Research,Innovation",Backend Developer
S0533,84.86,85.68,83.34,"Python,SQL,Statistics,Prophet","Analysis,Forecasting",Backend Developer
S0534,81.57,85.64,73.87,"Java,Spring Boot,Microservices","Development,Architecture",Backend Developer
S0535,86.01,88.53,90.88,"Python,ML,Deep Learning,Neural Architecture Search","Research,Innovation",Backend Developer
S0536,90.82,83.1,74.44,"Java,Spring Boot,Microservices","Development,Architecture",Backend Developer
S0537,87.52,85.51,83.26,"Python,SQL,Statistics,Prophet","Analysis,Forecasting",Backend Developer
S0538,93.51,92.3,84.29,"Python,ML,Deep Learning,NLP","Research,Innovation",Backend Developer
S0539,85.13,93.16,83.65,"Python,ML,Deep Learning,Neural ODEs","Research,Innovation",Backend Developer
S0540,88.24,78.38,82.01,"Java,Spring Boot,Microservices","Development,Architecture",Backend Developer
S0541,85.75,79.19,84.31,"Java,Spring Boot,Microservices","Development,Architecture",Backend Developer
S0542,94.44,96.84,84.41,"Python,ML,Deep Learning,NLP","Research,Innovation",Backend Developer
S0543,93.4,89.76,86.53,"Python,ML,Deep Learning,Neural Architecture Search","Research,Innovation",Backend Developer
S0544,98.19,90.28,85.91,"Python,ML,Deep Learning,NLP","Research,Innovation",Backend Developer
S0545,94.07,83.15,80.09,"Python,ML,Deep Learning,Neural ODEs","Research,Innovation",Backend Developer
S0546,82.24,81.68,76.01,"Java,Spring Boot,Microservices","Development,Architecture",Backend Developer
S0547,86.0,85.43,84.31,"Java,Spring Boot,Microservices","Development,Architecture",Backend Developer
S0548,94.67,90.31,88.6,"Python,ML,Deep Learning,Neural Architecture Search","Research,Innovation",Backend Developer
S0549,91.27,86.4,85.78,"Python,ML,Deep Learning,Neural ODEs","Research,Innovation",Backend Developer
S0550,82.32,75.27,72.54,"Java,Spring Boot,Microservices","Development,Architecture",Backend Developer
S0551,78.47,75.04,71.05,"Python,Flask,SQLAlchemy,AsyncIO","Development,Backend",Research Scientist
S0552,90.38,88.13,83.07,"Python,R,Statistics,SQL","Research,Analysis",Research Scientist
S0553,81.65,82.59,79.91,"Java,Spring Boot,PostgreSQL,Redis","Development,Backend",Research Scientist
S0554,83.0,75.7,71.66,"Java,Spring Boot,PostgreSQL,Redis","Development,Backend",Research Scientist
S0555,88.56,88.63,85.11,"Python,ML,Deep Learning,Transformers","Research,Innovation",Research Scientist
S0556,83.86,89.08,77.16,"Java,Spring Boot,PostgreSQL,Redis","Development,Backend",Research Scientist
S0557,80.36,76.19,77.05,"Python,Flask,SQLAlchemy,AsyncIO","Development,Backend",Research Scientist
S0558,83.37,76.63,79.04,"Python,Flask,SQLAlchemy,AsyncIO","Development,Backend",Research Scientist
S0559,74.82,79.11,75.09,"Python,Flask,SQLAlchemy,AsyncIO","Development,Backend",Research Scientist
S0560,100.0,87.64,91.93,"Python,ML,Deep Learning,Transformers","Research,Innovation",Research Scientist
S0561,81.99,78.1,71.45,"Python,Flask,SQLAlchemy,AsyncIO","Development,Backend",Research Scientist
S0562,83.7,75.28,79.88,"Python,Flask,SQLAlchemy,AsyncIO","Development,Backend",Research Scientist
S0563,90.97,95.87,88.71,"Python,ML,Deep Learning,Transformers","Research,Innovation",Research Scientist
S0564,84.17,76.25,69.31,"JavaScript,React,Next.js,Serverless","Development,Frontend",Research Scientist
S0565,87.41,77.95,78.87,"Python,R,Statistics,SQL","Research,Analysis",Research Scientist
S0566,84.37,84.44,81.39,"Python,R,Statistics,SQL","Research,Analysis",Research Scientist
S0567,83.87,80.21,77.88,"JavaScript,React,Next.js,Serverless","Development,Frontend",Research Scientist
S0568,72.66,79.38,74.57,"Python,Flask,SQLAlchemy,AsyncIO","Development,Backend",Research Scientist
S0569,98.31,92.23,88.1,"Python,ML,Deep Learning,Transformers","Research,Innovation",Research Scientist
S0570,85.32,79.13,77.68,"Python,Flask,SQLAlchemy,AsyncIO","Development,Backend",Research Scientist
S0571,78.69,79.26,70.3,"Python,Flask,SQLAlchemy,AsyncIO","Development,Backend",Research Scientist
S0572,84.95,75.15,73.58,"Python,Flask,SQLAlchemy,AsyncIO","Development,Backend",Research Scientist
S0573,92.38,91.97,86.69,"Python,ML,Deep Learning,Transformers","Research,Innovation",Research Scientist
S0574,79.08,76.55,71.32,"Java,Spring Boot,PostgreSQL,Redis","Development,Backend",Research Scientist
S0575,79.87,82.16,79.31,"Java,Spring Boot,PostgreSQL,Redis","Development,Backend",Research Scientist
S0576,77.97,75.46,69.96,"Python,Flask,SQLAlchemy,AsyncIO","Development,Backend",Research Scientist
S0577,85.21,77.69,72.27,"Python,Flask,SQLAlchemy,AsyncIO","Development,Backend",Research Scientist
S0578,85.28,84.49,72.43,"Java,Spring Boot,PostgreSQL,Redis","Development,Backend",Research Scientist
S0579,89.83,80.22,77.18,"JavaScript,React,Next.js,Serverless","Development,Frontend",Research Scientist
S0580,75.72,74.12,74.34,"Python,Flask,SQLAlchemy,AsyncIO","Development,Backend",Research Scientist
S0581,100.0,88.55,92.33,"Python,ML,Deep Learning,Transformers","Research,Innovation",Research Scientist
S0582,86.22,79.57,68.95,"Java,Spring Boot,PostgreSQL,Redis","Development,Backend",Research Scientist
S0583,79.09,75.83,76.93,"JavaScript,React,Next.js,Serverless","Development,Frontend",Research Scientist
S0584,92.4,92.45,88.16,"Python,ML,Deep Learning,Transformers","Research,Innovation",Research Scientist
S0585,80.14,73.57,71.32,"Python,Flask,SQLAlchemy,AsyncIO","Development,Backend",Research Scientist
S0586,81.7,71.8,75.21,"JavaScript,React,Next.js,Serverless","Development,Frontend",Research Scientist
S0587,72.99,67.97,81.64,"JavaScript,React,Next.js,Serverless","Development,Frontend",Research Scientist
S0588,77.49,77.35,66.4,"JavaScript,React,Next.js,Serverless","Development,Frontend",Research Scientist
S0589,74.98,79.68,71.95,"JavaScript,React,Next.js,Serverless","Development,Frontend",Research Scientist
S0590,81.74,81.78,75.49,"JavaScript,React,Next.js,Serverless","Development,Frontend",Research Scientist
S0591,90.0,81.42,81.5,"Python,R,Statistics,SQL","Research,Analysis",Research Scientist
S0592,77.72,83.21,67.86,"JavaScript,React,Next.js,Serverless","Development,Frontend",Research Scientist
S0593,76.89,80.27,76.43,"Java,Spring Boot,PostgreSQL,Redis","Development,Backend",Research Scientist
S0594,93.62,92.58,83.83,"Python,ML,Deep Learning,Transformers","Research,Innovation",Research Scientist
S0595,86.71,87.66,80.88,"Java,Spring Boot,PostgreSQL,Redis","Development,Backend",Research Scientist
S0596,77.75,80.82,76.45,"JavaScript,React,Next.js,Serverless","Development,Frontend",Research Scientist
S0597,98.42,87.97,89.7,"Python,ML,Deep Learning,Transformers","Research,Innovation",Research Scientist
S0598,89.68,88.63,81.74,"Python,ML,Deep Learning,Transformers","Research,Innovation",Research Scientist
S0599,86.86,81.47,82.92,"Python,R,Statistics,SQL","Research,Analysis",Research Scientist
S0600,93.85,92.87,83.84,"Python,ML,Deep Learning,Transformers","Research,Innovation",Research Scientist
S0601,80.5,74.94,73.55,"Java,Spring,Microservices,Event Streaming","Development,Real-time",Frontend Developer
S0602,74.63,82.86,81.59,"Java,Spring,Microservices,Event Streaming","Development,Real-time",Frontend Developer
S0603,81.09,75.19,73.22,"Java,Spring,Microservices,Event Streaming","Development,Real-time",Frontend Developer
S0604,90.26,86.07,78.43,"Python,R,Statistics,SQL","Research,Analysis",Frontend Developer
S0605,80.45,64.7,71.82,"HTML,CSS,JavaScript,React","Design,Development",Frontend Developer
S0606,86.27,92.35,83.95,"Python,SQL,Apache Kafka,Event Streaming","Development,Data",Frontend Developer
S0607,74.5,78.3,81.14,"Java,Spring,Microservices,Event Streaming","Development,Real-time",Frontend Developer
S0608,81.27,91.32,78.91,"Python,R,Statistics,SQL","Research,Analysis",Frontend Developer
S0609,79.79,79.4,69.61,"Java,Spring,Microservices,Event Streaming","Development,Real-time",Frontend Developer
S0610,78.45,71.0,74.72,"HTML,CSS,JavaScript,React","Design,Development",Frontend Developer
S0611,79.73,78.84,71.71,"Java,Spring,Microservices,Event Streaming","Development,Real-time",Frontend Developer
S0612,88.18,89.54,82.7,"Python,SQL,Apache Kafka,Event Streaming","Development,Data",Frontend Developer
S0613,84.59,71.28,66.35,"Java,Spring,Microservices,Event Streaming","Development,Real-time",Frontend Developer
S0614,80.34,73.13,71.93,"Java,Spring,Microservices,Event Streaming","Development,Real-time",Frontend Developer
S0615,77.28,70.87,74.27,"HTML,CSS,JavaScript,React","Design,Development",Frontend Developer
S0616,80.83,73.92,73.51,"Java,Spring,Microservices,Event Streaming","Development,Real-time",Frontend Developer
S0617,80.72,68.91,74.68,"Java,Spring,Microservices,Event Streaming","Development,Real-time",Frontend Developer
S0618,81.22,71.75,74.99,"Java,Spring,Microservices,Event Streaming","Development,Real-time",Frontend Developer
S0619,86.53,87.25,81.74,"Python,R,Statistics,SQL","Research,Analysis",Frontend Developer
S0620,86.47,82.12,77.03,"Python,SQL,Apache Pulsar,Event Streaming","Development,Real-time",Frontend Developer
S0621,86.2,87.87,77.66,"Python,R,Statistics,SQL","Research,Analysis",Frontend Developer
S0622,83.05,83.63,77.41,"Python,SQL,Apache Kafka,Event Streaming","Development,Data",Frontend Developer
S0623,82.14,68.2,74.16,"HTML,CSS,JavaScript,React","Design,Development",Frontend Developer
S0624,76.52,74.57,72.14,"Java,Spring,Microservices,Event Streaming","Development,Real-time",Frontend Developer
S0625,71.73,71.83,79.49,"HTML,CSS,JavaScript,React","Design,Development",Frontend Developer
S0626,91.69,85.06,79.06,"Python,R,Statistics,SQL","Research,Analysis",Frontend Developer
S0627,70.94,72.1,66.87,"HTML,CSS,JavaScript,React","Design,Development",Frontend Developer
S0628,89.79,86.77,81.66,"Python,R,Statistics,SQL","Research,Analysis",Frontend Developer
S0629,96.2,85.45,85.13,"Python,SQL,Apache Kafka,Event Streaming","Development,Data",Frontend Developer
S0630,80.26,73.28,80.88,"Java,Spring,Microservices,Event Streaming","Development,Real-time",Frontend Developer
S0631,85.72,86.82,89.82,"Python,R,Statistics,SQL","Research,Analysis",Frontend Developer
S0632,72.05,64.89,68.74,"HTML,CSS,JavaScript,React","Design,Development",Frontend Developer
S0633,91.03,80.93,70.35,"Python,SQL,Apache Pulsar,Event Streaming","Development,Real-time",Frontend Developer
S0634,76.27,68.07,68.69,"Java,Spring,Microservices,Event Streaming","Development,Real-time",Frontend Developer
S0635,86.08,83.61,81.91,"Python,SQL,Apache Kafka,Event Streaming","Development,Data",Frontend Developer
S0636,83.56,77.1,73.21,"Java,Spring,Microservices,Event Streaming","Development,Real-time",Frontend Developer
S0637,82.53,81.93,79.03,"Python,SQL,Apache Pulsar,Event Streaming","Development,Real-time",Frontend Developer
S0638,91.03,94.9,84.61,"Python,R,Statistics,SQL","Research,Analysis",Frontend Developer
S0639,81.94,82.21,81.92,"Python,SQL,Apache Pulsar,Event Streaming","Development,Real-time",Frontend Developer
S0640,80.83,72.26,65.75,"HTML,CSS,JavaScript,React","Design,Development",Frontend Developer
S0641,82.03,78.6,74.23,"Java,Spring,Microservices,Event Streaming","Development,Real-time",Frontend Developer
S0642,83.11,80.3,73.33,"Python,SQL,Apache Kafka,Event Streaming","Development,Data",Frontend Developer
S0643,71.38,72.68,69.11,"HTML,CSS,JavaScript,React","Design,Development",Frontend Developer
S0644,82.07,73.13,69.48,"HTML,CSS,JavaScript,React","Design,Development",Frontend Developer
S0645,84.53,80.14,73.54,"Python,SQL,Apache Pulsar,Event Streaming","Development,Real-time",Frontend Developer
S0646,85.81,88.8,83.6,"Python,SQL,Apache Pulsar,Event Streaming","Development,Real-time",Frontend Developer
S0647,81.67,70.07,72.26,"HTML,CSS,JavaScript,React","Design,Development",Frontend Developer
S0648,76.99,76.71,72.06,"Java,Spring,Microservices,Event Streaming","Development,Real-time",Frontend Developer
S0649,85.01,85.25,73.82,"Python,SQL,Apache Pulsar,Event Streaming","Development,Real-time",Frontend Developer
S0650,84.4,83.9,71.92,"Java,Spring,Microservices,Event Streaming","Development,Real-time",Frontend Developer
S0651,90.63,85.92,82.39,"Python,SQL,Excel,Power BI","Business,Analysis",Business Intelligence Analyst
S0652,86.11,80.45,79.93,"Python,SQL,Apache Superset,Metabase","Analysis,Visualization",Business Intelligence Analyst
S0653,83.46,84.11,82.27,"Python,SQL,Excel,Power BI","Business,Analysis",Business Intelligence Analyst
S0654,80.37,80.52,80.09,"Python,Flask,SQLAlchemy,PostgreSQL","Development,Backend",Business Intelligence Analyst
S0655,83.07,84.15,82.2,"Python,SQL,Excel,Power BI","Business,Analysis",Business Intelligence Analyst
S0656,95.61,84.18,78.87,"Python,ML,Cloud Computing,MLOps","Development,ML",Business Intelligence Analyst
S0657,92.59,83.46,85.42,"Python,ML,Cloud Computing,MLOps","Development,ML",Business Intelligence Analyst
S0658,88.47,75.77,75.67,"Python,SQL,Apache Superset,Metabase","Analysis,Visualization",Business Intelligence Analyst
S0659,84.71,82.61,79.18,"Python,Flask,SQLAlchemy,PostgreSQL","Development,Backend",Business Intelligence Analyst
S0660,83.3,87.49,77.09,"Python,SQL,Excel,Power BI","Business,Analysis",Business Intelligence Analyst
S0661,79.0,83.84,75.31,"Python,SQL,Apache Superset,Metabase","Analysis,Visualization",Business Intelligence Analyst
S0662,80.73,82.19,83.34,"Python,ML,Cloud Computing,MLOps","Development,ML",Business Intelligence Analyst
S0663,86.91,82.6,80.78,"Python,SQL,Excel,Power BI","Business,Analysis",Business Intelligence Analyst
S0664,90.93,75.3,82.62,"Python,SQL,Apache Superset,Metabase","Analysis,Visualization",Business Intelligence Analyst
S0665,83.13,79.01,71.46,"Python,Flask,SQLAlchemy,PostgreSQL","Development,Backend",Business Intelligence Analyst
S0666,88.66,75.24,77.36,"Python,Flask,SQLAlchemy,PostgreSQL","Development,Backend",Business Intelligence Analyst
S0667,82.9,80.12,74.32,"Python,Flask,SQLAlchemy,PostgreSQL","Development,Backend",Business Intelligence Analyst
S0668,92.64,80.84,83.55,"Python,ML,Cloud Computing,MLOps","Development,ML",Business Intelligence Analyst
S0669,88.67,83.39,79.14,"Python,SQL,Apache Superset,Metabase","Analysis,Visualization",Business Intelligence Analyst
S0670,88.45,83.63,81.62,"Python,ML,Cloud Computing,MLOps","Development,ML",Business Intelligence Analyst
S0671,86.99,83.43,79.94,"Python,SQL,Excel,Power BI","Business,Analysis",Business Intelligence Analyst
S0672,84.09,85.13,79.18,"Python,ML,Cloud Computing,MLOps","Development,ML",Business Intelligence Analyst
S0673,91.12,85.16,86.73,"Python,ML,Cloud Computing,MLOps","Development,ML",Business Intelligence Analyst
S0674,84.76,85.72,85.08,"Python,SQL,Excel,Power BI","Business,Analysis",Business Intelligence Analyst
S0675,92.1,83.15,77.03,"Python,SQL,Apache Superset,Metabase","Analysis,Visualization",Business Intelligence Analyst
S0676,91.82,83.13,79.09,"Python,ML,Cloud Computing,MLOps","Development,ML",Business Intelligence Analyst
S0677,84.53,91.56,80.28,"Python,ML,Cloud Computing,MLOps","Development,ML",Business Intelligence Analyst
S0678,84.63,84.99,80.96,"Python,ML,Cloud Computing,MLOps","Development,ML",Business Intelligence Analyst
S0679,84.47,81.99,75.7,"Python,ML,Cloud Computing,MLOps","Development,ML",Business Intelligence Analyst
S0680,88.92,78.78,75.68,"Python,SQL,Apache Superset,Metabase","Analysis,Visualization",Business Intelligence Analyst
S0681,89.33,80.6,77.49,"Python,ML,Cloud Computing,MLOps","Development,ML",Business Intelligence Analyst
S0682,82.16,82.66,76.51,"Python,SQL,Excel,Power BI","Business,Analysis",Business Intelligence Analyst
S0683,87.01,80.32,83.71,"Python,SQL,Apache Superset,Metabase","Analysis,Visualization",Business Intelligence Analyst
S0684,91.06,84.39,76.99,"Python,ML,Cloud Computing,MLOps","Development,ML",Business Intelligence Analyst
S0685,87.8,84.71,83.02,"Python,SQL,Excel,Power BI","Business,Analysis",Business Intelligence Analyst
S0686,91.57,84.76,78.41,"Python,ML,Cloud Computing,MLOps","Development,ML",Business Intelligence Analyst
S0687,88.52,83.24,83.8,"Python,ML,Cloud Computing,MLOps","Development,ML",Business Intelligence Analyst
S0688,91.41,86.55,78.49,"Python,ML,Cloud Computing,MLOps","Development,ML",Business Intelligence Analyst
S0689,93.43,84.91,81.29,"Python,SQL,Excel,Power BI","Business,Analysis",Business Intelligence Analyst
S0690,83.28,86.92,77.7,"Python,SQL,Apache Superset,Metabase","Analysis,Visualization",Business Intelligence Analyst
S0691,84.68,84.04,77.44,"Python,ML,Cloud Computing,MLOps","Development,ML",Business Intelligence Analyst
S0692,90.91,78.41,78.38,"Python,Flask,SQLAlchemy,PostgreSQL","Development,Backend",Business Intelligence Analyst
S0693,83.57,85.05,83.73,"Python,ML,Cloud Computing,MLOps","Development,ML",Business Intelligence Analyst
S0694,90.68,88.68,74.7,"Python,SQL,Excel,Power BI","Business,Analysis",Business Intelligence Analyst
S0695,82.05,76.48,79.74,"Python,ML,Cloud Computing,MLOps","Development,ML",Business Intelligence Analyst
S0696,89.44,85.26,80.45,"Python,SQL,Excel,Power BI","Business,Analysis",Business Intelligence Analyst
S0697,88.81,84.41,79.3,"Python,ML,Cloud Computing,MLOps","Development,ML",Business Intelligence Analyst
S0698,83.56,93.15,82.2,"Python,ML,Cloud Computing,MLOps","Development,ML",Business Intelligence Analyst
S0699,88.3,82.77,70.66,"Python,SQL,Excel,Power BI","Business,Analysis",Business Intelligence Analyst
S0700,88.28,83.72,78.83,"Python,SQL,Excel,Power BI","Business,Analysis",Business Intelligence Analyst
S0701,90.59,86.94,82.69,"Python,ML,Cloud Computing,Vertex AI","Development,ML",Deep Learning Engineer
S0702,89.36,93.32,89.18,"Python,ML,Cloud Computing,Vertex AI","Development,ML",Deep Learning Engineer
S0703,77.4,80.58,79.12,"Java,Spring Boot,Reactive Programming","Development,Backend",Deep Learning Engineer
S0704,97.94,92.22,86.15,"Python,ML,Deep Learning,PyTorch","Research,Innovation",Deep Learning Engineer
S0705,86.6,98.09,82.22,"Python,ML,Deep Learning,PyTorch","Research,Innovation",Deep Learning Engineer
S0706,85.75,79.48,78.27,"Java,Spring Boot,Reactive Programming","Development,Backend",Deep Learning Engineer
S0707,87.68,83.08,82.55,"Python,ML,Cloud Computing,Vertex AI","Development,ML",Deep Learning Engineer
S0708,82.09,81.9,77.82,"Java,Spring Boot,Reactive Programming","Development,Backend",Deep Learning Engineer
S0709,85.98,85.61,74.89,"HTML,CSS,JavaScript,Progressive Web Apps","Design,Development",Deep Learning Engineer
S0710,85.28,82.45,78.98,"Java,Spring Boot,Reactive Programming","Development,Backend",Deep Learning Engineer
S0711,86.48,78.0,79.25,"HTML,CSS,JavaScript,Progressive Web Apps","Design,Development",Deep Learning Engineer
S0712,85.83,87.42,84.71,"Python,ML,Cloud Computing,MLOps","Development,ML",Deep Learning Engineer
S0713,86.03,85.04,83.77,"Python,ML,Cloud Computing,Vertex AI","Development,ML",Deep Learning Engineer
S0714,81.84,79.76,78.82,"Java,Spring Boot,Reactive Programming","Development,Backend",Deep Learning Engineer
S0715,81.62,81.04,75.44,"HTML,CSS,JavaScript,Progressive Web Apps","Design,Development",Deep Learning Engineer
S0716,87.92,76.23,80.7,"Java,Spring Boot,Reactive Programming","Development,Backend",Deep Learning Engineer
S0717,89.18,93.98,82.21,"Python,ML,Cloud Computing,MLOps","Development,ML",Deep Learning Engineer
S0718,83.19,82.02,79.01,"Java,Spring Boot,Reactive Programming","Development,Backend",Deep Learning Engineer
S0719,91.57,86.86,84.45,"Python,ML,Cloud Computing,MLOps","Development,ML",Deep Learning Engineer
S0720,79.56,76.55,82.67,"Java,Spring Boot,Reactive Programming","Development,Backend",Deep Learning Engineer
S0721,84.81,84.8,77.0,"HTML,CSS,JavaScript,Progressive Web Apps","Design,Development",Deep Learning Engineer
S0722,94.81,91.15,89.49,"Python,ML,Deep Learning,PyTorch","Research,Innovation",Deep Learning Engineer
S0723,86.89,91.08,89.94,"Python,ML,Cloud Computing,MLOps","Development,ML",Deep Learning Engineer
S0724,98.14,91.59,85.16,"Python,ML,Deep Learning,PyTorch","Research,Innovation",Deep Learning Engineer
S0725,90.68,95.91,86.58,"Python,ML,Deep Learning,PyTorch","Research,Innovation",Deep Learning Engineer
S0726,96.32,89.5,83.91,"Python,ML,Cloud Computing,MLOps","Development,ML",Deep Learning Engineer
